,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
3,Triller,https://www.crunchbase.com/organization/triller,"New York, New York, United States","Digital Media, Music, Social Network",Series B,2019-10-23,28000000.0,USD,28000000.0,11-50,37500000.0,USD,37500000.0,4.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/triller,https://www.facebook.com/trillervids,https://www.linkedin.com/company/triller,Early Stage Venture,,,Less than $1M
6,Getaway,https://www.crunchbase.com/organization/getaway-2,"Brooklyn, New York, United States","Hospitality, Rental, Rental Property, Travel",Series B,2019-06-10,22500000.0,USD,22500000.0,11-50,40100000.0,USD,40100000.0,7.0,,,,,,1.0,,,,For Profit,2015-01-01,,https://www.facebook.com/getawayhouse/,https://www.linkedin.com/company/getaway-house-inc/,Early Stage Venture,,,Less than $1M
7,Arkose Labs,https://www.crunchbase.com/organization/arkoselabs,"San Francisco, California, United States","Cyber Security, Fraud Detection, Network Security, Security, Spam Filtering",Series B,2020-03-24,22000000.0,USD,22000000.0,51-100,36467748.0,USD,36467748.0,8.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/ArkoseLabs,https://www.facebook.com/ArkoseLabs/,https://www.linkedin.com/company/arkoselabs/,Early Stage Venture,,,Less than $1M
12,LeafLink,https://www.crunchbase.com/organization/leaflink,"New York, New York, United States","B2B, Cannabis, SaaS, Supply Chain Management, Wholesale",Series B,2019-08-07,35000000.0,USD,35000000.0,51-100,49000000.0,USD,49000000.0,7.0,,,,,,2.0,,,,For Profit,2015-01-01,https://www.twitter.com/leaflinkus,https://www.facebook.com/LeafLinkUS/,https://www.linkedin.com/company/leaflink,Early Stage Venture,,,Less than $1M
13,Particle Media,https://www.crunchbase.com/organization/particle-media,"Mountain View, California, United States","Apps, Journalism, Media and Entertainment, Mobile, News, Search Engine",Series B,2017-05-11,7600000.0,USD,7600000.0,51-100,20600081.0,USD,20600081.0,3.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/particle_news,https://www.facebook.com/newsbreaknow/,https://www.linkedin.com/company/particle-media-inc-,Early Stage Venture,,,Less than $1M
18,Snapask,https://www.crunchbase.com/organization/appedu,"Kowloon City, Kowloon, Hong Kong","Big Data, Education, Mobile, Q&A, Tutoring",Series B,2020-02-25,35000000.0,USD,35000000.0,101-250,56800000.0,USD,56800000.0,5.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/snapaskmy,http://www.facebook.com/snapask,https://www.linkedin.com/company/snapask,Early Stage Venture,,,Less than $1M
19,BenchSci,https://www.crunchbase.com/organization/benchsci,"Toronto, Ontario, Canada","Artificial Intelligence, Biotechnology, Life Science, Machine Learning, Pharmaceutical",Series B,2020-02-04,22000000.0,USD,22000000.0,51-100,44636611.0,USD,44636611.0,7.0,,,,,,4.0,,,,For Profit,2015-01-01,https://www.twitter.com/benchsci,https://www.facebook.com/benchsci/,https://www.linkedin.com/company/benchsci,Early Stage Venture,,,Less than $1M
20,UJET,https://www.crunchbase.com/organization/ujet,"San Francisco, California, United States","Call Center, Communications Infrastructure, Customer Service, Developer Platform, Enterprise Applications, Enterprise Software, Information Technology, Messaging, Mobile Apps, Software",Series B,2018-02-13,25000000.0,USD,25000000.0,51-100,45600000.0,USD,45600000.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/UJETco,https://www.facebook.com/UJETco/,https://www.linkedin.com/company/ujetco/,Early Stage Venture,,,Less than $1M
21,Luma Health,https://www.crunchbase.com/organization/luma-health,"San Francisco, California, United States","Apps, Electronic Health Record (EHR), Health Care, mHealth, Scheduling",Series B,2019-08-27,16000000.0,USD,16000000.0,11-50,29100000.0,USD,29100000.0,4.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/lumahealthhq,https://www.facebook.com/lumahealth,https://www.linkedin.com/company/6403362/,Early Stage Venture,,,Less than $1M
23,Ease,https://www.crunchbase.com/organization/ease-central,"San Francisco, California, United States","Human Resources, Information Technology, SaaS, Software",Series B,2019-03-19,19000000.0,USD,19000000.0,101-250,27600000.0,USD,27600000.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/ease,https://www.facebook.com/easecentral,https://www.linkedin.com/company/easecentral,Early Stage Venture,,,Less than $1M
34,Imagen Technologies,https://www.crunchbase.com/organization/imagentechnologies,"New York, New York, United States","Artificial Intelligence, Biotechnology, Health Care, Health Diagnostics, Software",Series B,2018-09-07,40000000.0,USD,40000000.0,51-100,60000000.0,USD,60000000.0,3.0,,,,,,4.0,,,,For Profit,2015-01-01,,,https://www.linkedin.com/company/imagen-technologies/,Early Stage Venture,,,Less than $1M
35,Instawork,https://www.crunchbase.com/organization/instawork,"San Francisco, California, United States","Hospitality, Internet, Marketplace, Mobile Apps, Recruiting",Series B,2019-05-22,18000000.0,USD,18000000.0,51-100,28000000.0,USD,28000000.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/instawork,https://www.facebook.com/instawork.jobs/,https://www.linkedin.com/company/instawork/,Early Stage Venture,,,Less than $1M
37,AllyO,https://www.crunchbase.com/organization/allyo,"Palo Alto, California, United States","Artificial Intelligence, Human Resources, Machine Learning, Natural Language Processing, Recruiting, SaaS",Series B,2019-06-05,45000000.0,USD,45000000.0,101-250,64000000.0,USD,64000000.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/AllyOAI,https://www.facebook.com/AllyOAI,https://www.linkedin.com/company/allyo/,Early Stage Venture,,,Less than $1M
38,Automox,https://www.crunchbase.com/organization/automox,"Boulder, Colorado, United States","Cloud Security, Cyber Security, Internet, Network Security, Security, Software",Series B,2020-02-04,30000000.0,USD,30000000.0,51-100,42600000.0,USD,42600000.0,4.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/automoxapp,https://www.facebook.com/automox/,https://www.linkedin.com/company/automox,Early Stage Venture,,,Less than $1M
39,One Concern,https://www.crunchbase.com/organization/oneconcern,"Menlo Park, California, United States","Analytics, Artificial Intelligence, Enterprise Software, GovTech, Information Technology, InsurTech, Machine Learning, Natural Resources, Risk Management, SaaS",Series B,2019-06-07,36560000.0,USD,36560000.0,51-100,57800000.0,USD,57800000.0,5.0,Made Acquisitions,,,1.0,,3.0,,,,For Profit,2015-01-01,https://twitter.com/oneconcerninc,https://www.facebook.com/oneconcern,https://www.linkedin.com/company/oneconcern,Early Stage Venture,,,Less than $1M
45,Tecovas,https://www.crunchbase.com/organization/tecovas-2,"Austin, Texas, United States","Direct Sales, E-Commerce, Fashion",Series B,2020-02-25,15000000.0,USD,15000000.0,11-50,49400000.0,USD,49400000.0,7.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/tecovas,https://www.facebook.com/tecovas/timeline,https://www.linkedin.com/company/tecovas,Early Stage Venture,,,Less than $1M
50,Osaro,https://www.crunchbase.com/organization/osaro,"San Francisco, California, United States","Artificial Intelligence, Machine Learning, Robotics, Software",Series B,2019-10-03,16000000.0,USD,16000000.0,11-50,29300000.0,USD,29300000.0,4.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/OsaroAI,https://www.facebook.com/OsaroAI/,https://www.linkedin.com/company/osaro,Early Stage Venture,,,Less than $1M
54,Equispheres,https://www.crunchbase.com/organization/equispheres,"Ottawa, Ontario, Canada","Advanced Materials, Aerospace, Machinery Manufacturing, Manufacturing",Series B,2020-04-21,17000000.0,USD,17000000.0,11-50,23122620.0,USD,23122620.0,2.0,,,,,,,,,,,2015-01-01,https://twitter.com/equispheres,,https://www.linkedin.com/company/equispheres-inc-,Early Stage Venture,,,Less than $1M
55,Vim,https://www.crunchbase.com/organization/bookmd,"San Francisco, California, United States","Health Care, Health Insurance, Internet",Series B,2019-09-09,24000000.0,USD,24000000.0,51-100,34600378.0,USD,34600378.0,3.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/getvim,https://www.facebook.com/getvim,https://www.linkedin.com/company/getvim,Early Stage Venture,,,Less than $1M
57,PredictHQ,https://www.crunchbase.com/organization/predicthq,"Auckland, Auckland, New Zealand","Big Data, Business Intelligence, Data Integration, Developer APIs, Events",Series B,2020-02-12,22000000.0,USD,22000000.0,51-100,33493801.0,USD,33493801.0,3.0,,,,,,3.0,,,,For Profit,2015-01-01,https://www.twitter.com/predicthq,https://www.facebook.com/predicthq,https://www.linkedin.com/company/predicthq,Early Stage Venture,,,Less than $1M
59,NetraDyne,https://www.crunchbase.com/organization/netradyne,"San Diego, California, United States","Artificial Intelligence, Computer, Internet of Things, Machine Learning, Robotics, Software",Series B,2018-09-26,21000000.0,USD,21000000.0,101-250,37000000.0,USD,37000000.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/netradyne,https://www.facebook.com/NetraDyne/,https://www.linkedin.com/company/netradyne,Early Stage Venture,,,Less than $1M
60,Ascent,https://www.crunchbase.com/organization/ascent-technologies,"Chicago, Illinois, United States","Compliance, Financial Services, Legal, Legal Tech",Series B,2019-11-05,19300000.0,USD,19300000.0,11-50,26745000.0,USD,26745000.0,4.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/ascentregtech,https://www.facebook.com/AscentRegTech/,https://www.linkedin.com/company/ascentregtech/,Early Stage Venture,,,Less than $1M
65,TheGuarantors,https://www.crunchbase.com/organization/the-guarantors,"New York, New York, United States","Credit, FinTech, Insurance, InsurTech, Real Estate",Series B,2019-02-25,15000000.0,USD,15000000.0,51-100,26720000.0,USD,26720000.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/The_Guarantors,https://www.facebook.com/TheGuarantors/,https://www.linkedin.com/company/the-guarantors,Early Stage Venture,,,Less than $1M
72,Bring!,https://www.crunchbase.com/organization/bring-,"ZÃ¼rich, Zurich, Switzerland","Apps, E-Commerce, E-Commerce Platforms, Grocery, Mobile, Mobile Advertising, Retail, Shopping",Series B,2020-05-12,3800000.0,EUR,4109876.0,11-50,10549082.0,USD,10549082.0,6.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/GetBring,https://www.facebook.com/GetBring,https://www.linkedin.com/company/bring-labs-ag,Early Stage Venture,,,Less than $1M
73,Shedul.com,https://www.crunchbase.com/organization/shedul,"London, England, United Kingdom","Beauty, Marketplace, SaaS, Scheduling, Small and Medium Businesses",Series B,2019-04-11,20000000.0,USD,20000000.0,51-100,31600000.0,USD,31600000.0,5.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/heyshedul,https://www.facebook.com/Shedul-1504479806470099/,https://www.linkedin.com/company/shedul/,Early Stage Venture,,,Less than $1M
75,Allset,https://www.crunchbase.com/organization/allset,"San Francisco, California, United States","Apps, B2B, Consumer, Consumer Applications, Food Processing, Mobile Apps, Mobile Payments, Reservations, Restaurants",Series B,2020-03-31,8250000.0,USD,8250000.0,101-250,16600000.0,USD,16600000.0,4.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/allsetus,https://www.facebook.com/allsetnow,https://www.linkedin.com/company/allset,Early Stage Venture,,,Less than $1M
79,Clara Foods,https://www.crunchbase.com/organization/clara-foods,"South San Francisco, California, United States","Food Processing, Nutrition, Sustainability",Series B,2019-04-25,,,,11-50,16750000.0,USD,16750000.0,4.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/ClaraFoods,https://www.facebook.com/clarafoods,https://www.linkedin.com/company/clara-foods,Early Stage Venture,,,Less than $1M
83,Super,https://www.crunchbase.com/organization/super-a0d5,"San Francisco, California, United States","FinTech, Home Services, InsurTech, Software",Series B,2019-04-17,20000000.0,USD,20000000.0,101-250,30000000.0,USD,30000000.0,3.0,,,,,,3.0,,,,For Profit,2015-01-01,http://twitter.com/hellosuper,https://www.facebook.com/HelloSuper,https://www.linkedin.com/company/super-hellosuper,Early Stage Venture,,,Less than $1M
88,Pieces Technologies,https://www.crunchbase.com/organization/pieces-tech,"Dallas, Texas, United States","Analytics, Artificial Intelligence, Enterprise Software, Health Care, Hospital, Real Time, Software",Series B,2020-01-07,25700000.0,USD,25700000.0,51-100,58225000.0,USD,58225000.0,3.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/piecestech,https://www.facebook.com/PiecesTech/,https://www.linkedin.com/company/pieces-technologies/,Early Stage Venture,,,Less than $1M
90,Swing Education,https://www.crunchbase.com/organization/swing-education,"San Mateo, California, United States","E-Learning, Education, Recruiting",Series B,2018-07-11,15000000.0,USD,15000000.0,11-50,22840000.0,USD,22840000.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/swingedu,https://www.facebook.com/swingedu/,https://www.linkedin.com/company/6463097,Early Stage Venture,,,Less than $1M
95,Springbuk,https://www.crunchbase.com/organization/springbuk,"Indianapolis, Indiana, United States","Analytics, Consulting, Health Care, Human Resources, Software",Series B,2018-01-22,20000000.0,USD,20000000.0,51-100,23750000.0,USD,23750000.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,https://www.twitter.com/springbukhealth,https://www.facebook.com/SpringbukHealth/,https://www.linkedin.com/company/springbuk/,Early Stage Venture,,,Less than $1M
108,Intabio,https://www.crunchbase.com/organization/intabio,"Sunnyvale, California, United States","Biopharma, Biotechnology, Pharmaceutical",Series B,2020-02-06,18000000.0,USD,18000000.0,1-10,35000000.0,USD,35000000.0,6.0,,,,,,2.0,,,,,2015-01-01,,,https://www.linkedin.com/company/intabio/,Early Stage Venture,,,Less than $1M
110,r4 Technologies,https://www.crunchbase.com/organization/r4-technologies,"Ridgefield, Connecticut, United States","Artificial Intelligence, Big Data, Cloud Data Services, Information Technology, SaaS",Series B,2018-07-18,20000000.0,USD,20000000.0,101-250,20000000.0,USD,20000000.0,1.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/r4_Technologies,https://www.facebook.com/R4System/,https://www.linkedin.com/company/r4-technologies/,Early Stage Venture,,,Less than $1M
111,Homology Medicines,https://www.crunchbase.com/organization/homology-medicines,"Lexington, Massachusetts, United States","Alternative Medicine, Biotechnology, Genetics, Health Care",Series B,2017-08-01,83500000.0,USD,83500000.0,101-250,127000000.0,USD,127000000.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,,,https://www.linkedin.com/company/homology-medicines-inc./,IPO,,,Less than $1M
114,Plum,https://www.crunchbase.com/organization/plum-8,"Beijing, Beijing, China","Customer Service, E-Commerce, E-Commerce Platforms, Fashion, Trading Platform",Series B,2019-09-23,20000000.0,USD,20000000.0,,49805498.0,USD,49805498.0,5.0,,,,,,,,,,For Profit,2015-01-01,,,,Early Stage Venture,,,Less than $1M
117,Yewno,https://www.crunchbase.com/organization/yewno,"Redwood City, California, United States","Computer, Software",Series B,2018-09-30,14000000.0,USD,14000000.0,11-50,30500000.0,USD,30500000.0,4.0,,,,,,2.0,,,,For Profit,2015-01-01,https://www.twitter.com/doyewno,https://www.facebook.com/Yewno-1170425572986436/,https://www.linkedin.com/company/yewno,Early Stage Venture,,,Less than $1M
131,Bolt Biotherapeutics,https://www.crunchbase.com/organization/bolt-biotherapeutics,"Pleasanton, California, United States","Biotechnology, Medical, Pharmaceutical",Series B,2019-02-07,54000000.0,USD,54000000.0,11-50,83999998.0,USD,83999998.0,4.0,,,,,,2.0,,,,For Profit,2015-01-01,,,https://www.linkedin.com/company/bolt-biotherapeutics-inc/?originalSubdomain=in,Early Stage Venture,,,Less than $1M
136,BIOMx,https://www.crunchbase.com/organization/biomx-inc,"Ness Ziona, HaMerkaz, Israel","Biotechnology, Health Care, Therapeutics",Series B,2019-02-20,32000000.0,USD,32000000.0,11-50,56000000.0,USD,56000000.0,2.0,Made Acquisitions,,,1.0,,4.0,,,,For Profit,2015-01-01,https://twitter.com/fqoek,,https://www.linkedin.com/company/biomxbio/,Early Stage Venture,,,Less than $1M
137,Virtualitics,https://www.crunchbase.com/organization/virtualitics,"Pasadena, California, United States","Artificial Intelligence, Augmented Reality, Data Visualization, Machine Learning, Natural Language Processing, Software, Virtual Reality",Series B,2018-02-28,7000000.0,USD,7000000.0,11-50,11400000.0,USD,11400000.0,3.0,,,,,,4.0,,,,For Profit,2015-01-01,https://twitter.com/virtualiticsvr,https://www.facebook.com/virtualitics/,https://www.linkedin.com/company/virtualitics-llc,Early Stage Venture,,,Less than $1M
152,PreVeil,https://www.crunchbase.com/organization/preveil,"Boston, Massachusetts, United States","Cyber Security, Information Technology, Software",Series B,2019-09-17,7000000.0,USD,7000000.0,11-50,7000000.0,USD,7000000.0,2.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/endtoendencrypt,https://www.facebook.com/EndToEndEncrypt,https://www.linkedin.com/company-beta/10199038,Early Stage Venture,,,Less than $1M
174,12 Sigma Technologies,https://www.crunchbase.com/organization/12-sigma-technologies,"Beijing, Beijing, China","Artificial Intelligence, Computer, Health Care, Medical Device, Software",Series B,2017-12-01,200000000.0,CNY,30238658.0,11-50,201000000.0,CNY,30388405.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,,,https://www.linkedin.com/company/24980620/,Early Stage Venture,,,Less than $1M
197,Social Standards,https://www.crunchbase.com/organization/social-standards,"Oakland, California, United States","Analytics, Business Intelligence, Consumer Research, Market Research, Text Analytics",Series B,2018-11-20,4000000.0,USD,4000000.0,11-50,11141936.0,USD,11141936.0,3.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/socstandards,https://www.facebook.com/socstandards/,https://www.linkedin.com/company/social-standards/,Early Stage Venture,,,Less than $1M
199,Uhomes,https://www.crunchbase.com/organization/uhouzz,"Tianjin, Guangdong, China","Education, Rental, Transportation",Series B,2018-10-26,2875753.0,USD,2875753.0,51-100,24375753.0,USD,24375753.0,3.0,,,,,,1.0,,,,For Profit,2015-01-01,https://www.twitter.com/uhouzz,https://www.facebook.com/Uhouzz/,https://www.linkedin.com/company/%E5%BC%82%E4%B9%A1%E5%A5%BD%E5%B1%85%E7%BD%91%E7%BB%9C%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,Early Stage Venture,,,Less than $1M
219,"Transparent Health Marketplace, Inc.",https://www.crunchbase.com/organization/transparent-health-marketplace,"Wayne, Pennsylvania, United States","Health Care, Information Technology",Series B,2020-03-10,11000000.0,USD,11000000.0,11-50,11000000.0,USD,11000000.0,1.0,,,,,,,,,,For Profit,2015-01-01,,,,Early Stage Venture,,,Less than $1M
234,STRIVR,https://www.crunchbase.com/organization/strivr-labs-inc,"Menlo Park, California, United States","Corporate Training, Enterprise, Enterprise Software, Information Technology, Software, Training, Virtual Reality",Series B,2020-03-31,30000000.0,USD,30000000.0,101-250,51000000.0,USD,51000000.0,3.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/STRIVRlabs,https://www.facebook.com/strivrlabs,https://www.linkedin.com/company/strivr,Early Stage Venture,,,Less than $1M
237,Locix,https://www.crunchbase.com/organization/locix,"San Bruno, California, United States","Computer, Consumer Electronics, Information Technology, Sensor, Software",Series B,2018-09-06,,,,11-50,11146754.0,USD,11146754.0,3.0,,,,,,,,,,For Profit,2015-01-01,https://twitter.com/LocixInc,,https://www.linkedin.com/company/locix/,Early Stage Venture,,,Less than $1M
238,ExplORer Surgical,https://www.crunchbase.com/organization/explorer-surgical,"Chicago, Illinois, United States","Clinical Trials, Health Care, Hospital, Medical Device, Software",Series B,2019-04-18,5000000.0,USD,5000000.0,11-50,9000000.0,USD,9000000.0,3.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/ExplORerSurg,https://www.facebook.com/exploretheor,https://www.linkedin.com/company/explorer-surgical,Early Stage Venture,,,Less than $1M
245,PathogenDx,https://www.crunchbase.com/organization/pathogen-dx,"Scottsdale, Arizona, United States","Agriculture, Biotechnology, Cannabis, Health Care, Market Research",Series B,2019-09-30,7500000.0,USD,7500000.0,1-10,11575000.0,USD,11575000.0,4.0,,,,,,3.0,,,,For Profit,2015-01-01,,,,Early Stage Venture,,,Less than $1M
248,Cognosos,https://www.crunchbase.com/organization/cognosos,"Atlanta, Georgia, United States","Information Technology, Internet of Things, SaaS, Software, Wireless",Series B,2019-04-23,1500000.0,USD,1500000.0,11-50,8600000.0,USD,8600000.0,2.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/Cognosos,,https://www.linkedin.com/company/cognosos/,Early Stage Venture,,,Less than $1M
312,Focal Point Positioning,https://www.crunchbase.com/organization/focal-point-positioning,"Cambridge, Cambridgeshire, United Kingdom","Consulting, Indoor Positioning, Navigation, Software",Series B,2017-02-27,4000000.0,GBP,4975142.0,1-10,4412002.0,GBP,5616921.0,2.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/focalpointpnt,https://www.facebook.com/Focal-Point-Positioning-Ltd-431798590331895,https://www.linkedin.com/company/fppnt,Early Stage Venture,,,Less than $1M
324,BridgeSat,https://www.crunchbase.com/organization/bridgesat,"Denver, Colorado, United States",Satellite Communication,Series B,2018-09-10,10000000.0,USD,10000000.0,1-10,16000000.0,USD,16000000.0,2.0,,,,,,,,,,,2015-01-01,,,https://www.linkedin.com/company/bridgesat-inc-/,Early Stage Venture,,,Less than $1M
402,Rebound Therapeutics,https://www.crunchbase.com/organization/rebound-therapeutics,"Irvine, California, United States","Biotechnology, Medical Device, Therapeutics",Series B,2017-07-25,16500000.0,USD,16500000.0,11-50,16500000.0,USD,16500000.0,1.0,Was Acquired,Integra LifeSciences,https://www.crunchbase.com/organization/integra-lifesciences-holdings,,,2.0,,,,For Profit,2015-01-01,,,,M&A,Acquisition,2019-09-09,Less than $1M
408,Banana Culture,https://www.crunchbase.com/organization/banana-culture,"Seoul, Seoul-t'ukpyolsi, South Korea","Art, Gaming, Internet, Marketing, Music, Sports",Series B,2017-09-27,30000000.0,USD,30000000.0,11-50,35700000.0,USD,35700000.0,2.0,,,,,,1.0,,,,For Profit,2015-01-01,,https://www.facebook.com/bananact,,Early Stage Venture,,,Less than $1M
512,Tutenlabs,https://www.crunchbase.com/organization/tuten,"Santiago, Region Metropolitana, Chile","Customer Service, Field Support, Internet, SaaS, Software",Series B,2018-07-01,4300000.0,USD,4300000.0,51-100,5150000.0,USD,5150000.0,4.0,,,,,,5.0,,,,For Profit,2015-01-01,,,https://www.linkedin.com/company/tutenlabs,Early Stage Venture,,,Less than $1M
598,PropelPLM,https://www.crunchbase.com/organization/propelplm-inc,"Santa Clara, California, United States","Cloud Infrastructure, E-Commerce, Enterprise Software, SaaS, Software",Series B,2018-11-15,18000000.0,USD,18000000.0,11-50,28199997.0,USD,28199997.0,3.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/propelPLM,https://facebook.com/propelPLM,https://linkedin.com/company/propelplm,Early Stage Venture,,,Less than $1M
878,Intento Design,https://www.crunchbase.com/organization/intento-design,"Paris, Ile-de-France, France","Computer, Product Design, Software",Series B,2017-08-14,1500000.0,EUR,1766347.0,11-50,2400000.0,EUR,2752919.0,2.0,,,,,,1.0,,,,For Profit,2015-01-01,,,https://in.linkedin.com/company/intento-design,Early Stage Venture,,,Less than $1M
926,Datatist,https://www.crunchbase.com/organization/datatist,"Shanghai, Shanghai, China","Enterprise, Enterprise Software",Series B,2019-01-01,,,,,2920689.0,USD,2920689.0,2.0,,,,,,,,,,,2015-01-01,,,,Early Stage Venture,,,Less than $1M
1000,Sleeper,https://www.crunchbase.com/organization/sleeper,"Redwood City, California, United States","Fantasy Sports, Messaging, Mobile, Sports",Series B,2020-05-12,20000000.0,USD,20000000.0,11-50,27300000.0,USD,27300000.0,3.0,,,,,,4.0,,,,For Profit,2015-01-01,https://twitter.com/sleeperhq,https://facebook.com/sleeperhq,https://www.linkedin.com/company/sleeperhq/,Early Stage Venture,,,$1M to $10M
1003,Trade Republic,https://www.crunchbase.com/organization/trade-republic,"Berlin, Berlin, Germany","Finance, Financial Services, FinTech, Mobile",Series B,2020-04-16,62000000.0,EUR,67324419.0,51-100,79000000.0,EUR,87201448.0,3.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/traderepublicDE,https://facebook.com/traderepublic,https://www.linkedin.com/company/trade-republic/,Early Stage Venture,,,$1M to $10M
1004,Zeitgold,https://www.crunchbase.com/organization/zeitgold,"Berlin, Berlin, Germany","Artificial Intelligence, Financial Services, Small and Medium Businesses",Series B,2020-05-05,27000000.0,EUR,29264961.0,101-250,51200000.0,EUR,57011647.0,5.0,,,,,,3.0,,,,For Profit,2015-01-01,https://twitter.com/zeitgold,https://www.facebook.com/zeitgoldberlin/,https://www.linkedin.com/company/zeitgold,Early Stage Venture,,,$1M to $10M
1005,DocsApp,https://www.crunchbase.com/organization/docsapp-chat-with-a-doctor-now,"Bangalore, Karnataka, India","Health Care, Medical, Mobile Apps, Wellness",Series B,2020-05-07,725000000.0,INR,9538219.0,1001-5000,19538219.0,USD,19538219.0,4.0,,,,,,2.0,,,,For Profit,2015-01-01,https://www.twitter.com/DocsApp_in,https://www.facebook.com/DocsApp,https://www.linkedin.com/company/6846889,Early Stage Venture,,,$1M to $10M
1007,Fabric,https://www.crunchbase.com/organization/commonsense-robotics,"Tel Aviv, Tel Aviv, Israel","E-Commerce, Retail, Robotics, Supply Chain Management",Series B,2020-02-25,110000000.0,USD,110000000.0,101-250,136000000.0,USD,136000000.0,4.0,,,,,,4.0,,,,For Profit,2015-01-01,https://twitter.com/fabriclogistics,https://www.facebook.com/Fabriclogistics/,http://linkedin.com/company/fabriclogistics/,Early Stage Venture,,,$1M to $10M
1008,Tide,https://www.crunchbase.com/organization/tide-2,"London, England, United Kingdom","Banking, Credit, Financial Services, FinTech, Mobile Apps",Series B,2019-10-06,60000000.0,GBP,74010023.0,251-500,114849617.0,USD,114849617.0,6.0,,,,,,1.0,,,,For Profit,2015-01-01,https://twitter.com/tidebanking,https://www.facebook.com/tidebanking/,https://www.linkedin.com/company/10877408,Early Stage Venture,,,$1M to $10M
1012,Lilt,https://www.crunchbase.com/organization/lilt,"San Francisco, California, United States","Artificial Intelligence, Enterprise Software, Natural Language Processing, Translation Service",Series B,2020-05-12,25000000.0,USD,25000000.0,101-250,37500000.0,USD,37500000.0,4.0,,,,,,2.0,,,,For Profit,2015-01-01,https://www.twitter.com/lilthq,https://www.facebook.com/liltinc,https://www.linkedin.com/company/lilthq,Early Stage Venture,,,$1M to $10M
1018,Myriota,https://www.crunchbase.com/organization/myriota,"Adelaide, South Australia, Australia","Asset Management, Internet of Things, Satellite Communication, Telecommunications",Series B,2020-04-06,28000000.0,AUD,17128242.0,11-50,32128242.0,USD,32128242.0,2.0,,,,,,2.0,,,,For Profit,2015-01-01,https://twitter.com/myriotaglobal,https://www.facebook.com/myriota/,https://www.linkedin.com/company/myriota/,Early Stage Venture,,,$1M to $10M
1028,Instabase,https://www.crunchbase.com/organization/instabase,"San Francisco, California, United States","Business Information Systems, Cloud Computing, Developer Platform, Information Technology, Software",Series B,2019-10-21,105000000.0,USD,105000000.0,11-50,131970000.0,USD,131970000.0,4.0,Made Acquisitions,,,1.0,,1.0,,,,For Profit,2015-01-01,https://twitter.com/InstabaseInc,https://www.facebook.com/InstabaseInc/,https://www.linkedin.com/company/instabase/,Early Stage Venture,,,$1M to $10M
