,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
12432,Shortcut,https://www.crunchbase.com/organization/shortcut-2,"New York, New York, United States","Apps, Beauty, Home Services, Wellness",Undisclosed,2020-01-06,310000.0,USD,310000.0,11-50,685000.0,USD,685000.0,3.0,,,,,,3.0,,,,For Profit,2016-01-01,https://twitter.com/shortcut,https://www.facebook.com/getshortcut,https://www.linkedin.com/company/shortcut-app,,,,$1M to $10M
12579,Abartys Health,https://www.crunchbase.com/organization/abartys-health,"Guaynabo, NA - Puerto Rico, Puerto Rico","Health Care, Health Insurance, Information Technology, Insurance, SaaS",Undisclosed,2019-09-01,2600000.0,USD,2600000.0,11-50,4655000.0,USD,4655000.0,4.0,,,,,,2.0,,,,For Profit,2016-01-01,,,https://www.linkedin.com/company/abartys-health/,,,,$1M to $10M
12602,Afrikrea,https://www.crunchbase.com/organization/afrikrea,"Abidjan, Lagunes, C̫te d'Ivoire","Art, E-Commerce, Fashion, Handmade",Undisclosed,2020-02-26,1000000.0,USD,1000000.0,11-50,2072143.0,USD,2072143.0,5.0,,,,,,3.0,,,,For Profit,2016-01-01,https://twitter.com/afrikrea,https://www.facebook.com/afrikrea/,https://www.linkedin.com/company/afrikrea,,,,$1M to $10M
12676,AppFront,https://www.crunchbase.com/organization/appfront,"Boston, Massachusetts, United States","Android, Apps, Mobile, Payments, Software",Undisclosed,2018-01-31,,,,11-50,1500000.0,USD,1500000.0,2.0,,,,,,1.0,,,,For Profit,2016-01-01,,https://m.facebook.com/AppFront/,https://www.linkedin.com/company/appfront,,,,$1M to $10M
12703,Brami,https://www.crunchbase.com/organization/brami,"New City, New York, United States","Food and Beverage, Food Processing, Snack Food",Undisclosed,2018-11-01,,,,1-10,1500000.0,USD,1500000.0,2.0,,,,,,1.0,,,,For Profit,2016-01-01,https://www.twitter.com/bramibeans,https://www.facebook.com/bramibeans,https://www.linkedin.com/company/9371734,,,,$1M to $10M
12984,Udaan,https://www.crunchbase.com/organization/udaan,"Bangalore, Karnataka, India","B2B, Business Development, E-Commerce, Internet, Retail",Undisclosed,2020-03-23,30000000.0,USD,30000000.0,1001-5000,899919112.0,USD,899919112.0,5.0,,,,,,3.0,,,,For Profit,2016-01-01,https://twitter.com/udaandotcom,https://www.facebook.com/udaandotcom/,https://www.linkedin.com/company/udaan,,,,$10M to $50M
13206,Shieldpay,https://www.crunchbase.com/organization/shieldpay,"London, England, United Kingdom","Finance, Financial Services, FinTech",Undisclosed,2019-05-29,,,,51-100,6400000.0,USD,6400000.0,5.0,,,,,,3.0,,,,For Profit,2016-03-01,https://www.twitter.com/shield_pay,https://www.facebook.com/shieldpayofficial,https://www.linkedin.com/company/shieldpay,,,,$1M to $10M
13341,"Noodle Analytics, Inc. (Noodle.ai)",https://www.crunchbase.com/organization/noodle-analytics-inc-noodle-ai,"San Francisco, California, United States","Artificial Intelligence, Big Data, Machine Learning, Supply Chain Management",Undisclosed,2020-03-12,21000000.0,USD,21000000.0,101-250,72000000.0,USD,72000000.0,3.0,,,,,,5.0,,,,For Profit,2016-03-14,http://www.twitter.com/NoodleAI,,https://www.linkedin.com/company/noodle-ai/,,,,$10M to $50M
13418,Script,https://www.crunchbase.com/organization/script-2,"Tampa, Florida, United States","Apps, Education, Information Services, Office Administration",Undisclosed,2019-03-01,,,,1-10,1800000.0,USD,1800000.0,5.0,,,,,,2.0,,,,For Profit,2016-03-01,https://twitter.com/scriptedu,https://www.facebook.com/scriptedu/,https://www.linkedin.com/company/scriptedu/,,,,Less than $1M
13422,Borderwise,https://www.crunchbase.com/organization/borderwise,"Philadelphia, Pennsylvania, United States","Consumer, Legal, Professional Services, Software",Undisclosed,2016-12-01,250000.0,USD,250000.0,11-50,250000.0,USD,250000.0,1.0,,,,,,1.0,,,,,2016-02-01,,,,,,,Less than $1M
13621,WastePlace,https://www.crunchbase.com/organization/wasteplace,"Austin, Texas, United States","CleanTech, Marketplace, Recycling, Sustainability, Waste Management",Undisclosed,2019-07-17,,,,11-50,,,,2.0,,,,,,2.0,,,,For Profit,2016-01-15,https://twitter.com/wasteplace1,https://www.facebook.com/wasteplace/,https://www.linkedin.com/company/wasteplace/,,,,Less than $1M
13627,goedle.io,https://www.crunchbase.com/organization/goedle-io,"Berlin, Berlin, Germany","Artificial Intelligence, Machine Learning, Marketing Automation, Predictive Analytics",Undisclosed,2019-04-02,,,,1-10,,,,2.0,,,,,,2.0,,,,For Profit,2016-03-01,https://twitter.com/goedle_io,https://www.facebook.com/goedleio-277920669274884,https://www.linkedin.com/company/goedle-io/,,,,$1M to $10M
13918,"Konexus, Inc.",https://www.crunchbase.com/organization/konexus-inc,"Atlanta, Georgia, United States","Communities, Gamification, Marketing",Undisclosed,2016-05-16,,,,1-10,,,,1.0,,,,,,2.0,,,,For Profit,2016-01-05,https://www.twitter.com/konexusapp,https://www.facebook.com/konexus,https://www.linkedin.com/company/konexus,,,,Less than $1M
14181,GYANT,https://www.crunchbase.com/organization/gyant,"San Francisco, California, United States","Artificial Intelligence, Health Care, Personal Health",Undisclosed,2019-06-14,2400000.0,USD,2400000.0,11-50,9162490.0,USD,9162490.0,4.0,,,,,,2.0,,,,For Profit,2016-04-22,https://twitter.com/i_am_gyant,https://www.facebook.com/theGYANT/,https://www.linkedin.com/company/gyant/,,,,$1M to $10M
14299,Ensurem,https://www.crunchbase.com/organization/ensurem,"Clearwater, Florida, United States","Insurance, Personal Finance",Undisclosed,2017-10-02,12250000.0,USD,12250000.0,11-50,13950000.0,USD,13950000.0,2.0,,,,,,1.0,,,,For Profit,2016-06-01,https://twitter.com/ensuremllc,https://www.facebook.com/ensurem/,https://www.linkedin.com/company/ensurem-llc-,,,,$1M to $10M
14331,ZeroKey,https://www.crunchbase.com/organization/zerokey-inc,"Calgary, Alberta, Canada","Augmented Reality, Big Data, Industrial Automation, Internet, Logistics, Manufacturing, Sensor, Supply Chain Management",Undisclosed,2019-12-01,4500000.0,CAD,3387100.0,11-50,8400000.0,CAD,6411896.0,4.0,,,,,,2.0,,,,For Profit,2016-05-16,,,https://www.linkedin.com/company/zerokey-inc./about/,,,,$1M to $10M
14350,AVANA,https://www.crunchbase.com/organization/avana,"Petaling Jaya, Selangor, Malaysia","E-Commerce, E-Commerce Platforms",Undisclosed,2018-06-03,,,,11-50,1498274.0,USD,1498274.0,3.0,,,,,,1.0,,,,For Profit,2016-06-01,https://twitter.com/avanaasia/,https://www.facebook.com/avana.asia,,,,,Less than $1M
14376,Pico,https://www.crunchbase.com/organization/pico-get-personal,"Haifa, Hefa, Israel","Computer, Digital Media, Events, SaaS, Software, Sports",Undisclosed,2019-02-01,1000000.0,USD,1000000.0,11-50,2395356.0,USD,2395356.0,4.0,,,,,,3.0,,,,For Profit,2016-06-01,https://twitter.com/PicoGetPersonal,https://www.facebook.com/PicoGP/,https://www.linkedin.com/company/pico.buzz/,,,,Less than $1M
14454,OurBus,https://www.crunchbase.com/organization/ourbus,"New York, New York, United States","Public Transportation, Transportation, Travel",Undisclosed,2017-12-01,1000000.0,USD,1000000.0,11-50,2000000.0,USD,2000000.0,2.0,,,,,,2.0,,,,For Profit,2016-05-01,https://twitter.com/RideOurBus,https://www.facebook.com/rideourbus/,,,,,$10M to $50M
14497,GreenJinn,https://www.crunchbase.com/organization/greenjinn-2,"London, England, United Kingdom","Advertising, Advertising Platforms, Apps, E-Commerce, Marketing, Mobile, Software",Undisclosed,2017-11-17,670000.0,GBP,885540.0,11-50,1020000.0,GBP,1350082.0,2.0,,,,,,2.0,,,,,2016-06-01,https://www.twitter.com/greenjinn,https://www.facebook.com/greenjinn,https://www.linkedin.com/company/greenjinn-ltd-/,,,,$1M to $10M
14505,"Lacuna Diagnostics, Inc",https://www.crunchbase.com/organization/lacuna-diagnostics-inc,"Fort Collins, Colorado, United States","Health Diagnostics, Pet, Veterinary",Undisclosed,2018-08-02,,,,1-10,350000.0,USD,350000.0,2.0,,,,,,4.0,,,,For Profit,2016-04-13,https://twitter.com/Lacunadiag,https://www.facebook.com/lacunadiagnostics/,https://www.linkedin.com/company/lacuna-diagnostics-llc/,,,,Less than $1M
14528,Matchback Systems Inc.,https://www.crunchbase.com/organization/matchback-systems-inc,"Green Bay, Wisconsin, United States","Logistics, Marine Transportation, SaaS, Software, Supply Chain Management, Transportation",Undisclosed,2017-01-01,415000.0,USD,415000.0,1-10,415000.0,USD,415000.0,1.0,,,,,,1.0,,,,For Profit,2016-06-01,https://twitter.com/MatchbackS,,https://www.linkedin.com/company/9322635/,,,,Less than $1M
14555,Noirefy,https://www.crunchbase.com/organization/noirefy,"Chicago, Illinois, United States","Internet, Professional Services, Recruiting, Social Recruiting",Undisclosed,2018-08-25,125000.0,USD,125000.0,1-10,125000.0,USD,125000.0,2.0,,,,,,1.0,,,,For Profit,2016-06-18,https://twitter.com/noirefy,https://www.facebook.com/pg/noirefy/about/?,https://linkedin.com/noirefy,,,,Less than $1M
14573,Ovass,https://www.crunchbase.com/organization/ovass,"Perth, Western Australia, Australia","Artificial Intelligence, Big Data, Geospatial, Software",Undisclosed,2017-04-02,40000.0,AUD,30517.0,1-10,40000.0,AUD,30517.0,1.0,,,,,,2.0,,,,For Profit,2016-04-06,https://twitter.com/ovass_,https://www.facebook.com/Ovassintelligence,https://www.linkedin.com/company/6612959/,,,,Less than $1M
15136,NS8,https://www.crunchbase.com/organization/ns8-inc,"Las Vegas, Nevada, United States","Big Data, Cyber Security, Fraud Detection, Security",Undisclosed,2019-03-21,26000000.0,USD,26000000.0,51-100,34875000.0,USD,34875000.0,6.0,,,,,,6.0,,,,For Profit,2016-08-18,https://www.twitter.com/ns8inc,https://www.facebook.com/ns8inc,https://www.linkedin.com/company/ns8,,,,$10M to $50M
15165,Grasshopper Bank,https://www.crunchbase.com/organization/grasshopper-bank,"New York, New York, United States","Banking, Finance, Financial Services",Undisclosed,2019-07-11,,,,11-50,131200000.0,USD,131200000.0,3.0,,,,,,,,,,For Profit,2016-10-01,https://twitter.com/grasshopperbank,,https://www.linkedin.com/company/grasshopper-bank/,,,,$10M to $50M
15239,Kadena,https://www.crunchbase.com/organization/kadena-llc,"Brooklyn, New York, United States","Blockchain, Information Services, Information Technology, Software",Undisclosed,2018-04-11,12000000.0,USD,12000000.0,11-50,14975000.0,USD,14975000.0,4.0,,,,,,2.0,,,,For Profit,2016-07-01,https://twitter.com/kadena_io,,https://www.linkedin.com/company/kadena-llc,,,,$1M to $10M
15273,American Robotics,https://www.crunchbase.com/organization/american-robotics,"Marlborough, Massachusetts, United States","Agriculture, Artificial Intelligence, Drones, Internet of Things, Robotics",Undisclosed,2019-01-25,4000000.0,USD,4000000.0,11-50,7100000.0,USD,7100000.0,3.0,,,,,,3.0,,,,For Profit,2016-10-01,https://twitter.com/amerobotics,https://www.facebook.com/americanrobotics,https://www.linkedin.com/company/american-robotics-inc/,,,,$1M to $10M
15479,Gain Compliance,https://www.crunchbase.com/organization/gain-compliance,"Des Moines, Iowa, United States","Information Technology, Insurance, InsurTech, Software",Undisclosed,2017-06-30,1500000.0,USD,1500000.0,11-50,2600000.0,USD,2600000.0,3.0,,,,,,3.0,,,,For Profit,2016-08-15,https://twitter.com/gaincompliance,https://www.facebook.com/gaincompliance,https://www.linkedin.com/company/gain-compliance,,,,Less than $1M
16136,Worksome,https://www.crunchbase.com/organization/worksome,"Copenhagen, Hovedstaden, Denmark","Freelance, Human Resources, Recruiting",Undisclosed,2020-01-31,3800000.0,USD,3800000.0,11-50,5946000.0,USD,5946000.0,3.0,,,,,,4.0,,,,For Profit,2016-11-01,https://www.twitter.com/worksomeuk,https://www.facebook.com/worksome,https://www.linkedin.com/company/worksome,,,,$1M to $10M
16146,AssistMe,https://www.crunchbase.com/organization/assistme,"Berlin, Berlin, Germany","Elder Care, Health Care, Internet of Things, Medical Device, Personal Health",Undisclosed,2019-10-08,2000000.0,EUR,2191989.0,11-50,5050000.0,EUR,5681542.0,5.0,,,,,,1.0,,,,For Profit,2016-12-21,https://twitter.com/AssistMe_io,,https://www.linkedin.com/company/assistr-digital-health-systems-gmbh/,,,,$1M to $10M
16215,Popertee,https://www.crunchbase.com/organization/popertee,"Dublin, Dublin, Ireland","Data Center, Database, Online Portals",Undisclosed,2018-03-09,,,,1-10,500000.0,EUR,564199.0,3.0,,,,,,1.0,,,,For Profit,2016-12-02,https://www.twitter.com/popertee,https://www.facebook.com/popertee,https://www.linkedin.com/company/popertee-ltd,,,,Less than $1M
16237,SCIKEY,https://www.crunchbase.com/organization/scikey,"Pune, Maharashtra, India","Commercial, Information Services, Information Technology",Undisclosed,2019-07-16,,,,51-100,,,,4.0,,,,,,4.0,,,,For Profit,2016-12-01,https://twitter.com/scikeyglobal,https://www.facebook.com/scikeyglobal/,https://www.linkedin.com/company/scikey/,,,,Less than $1M
16464,Countingup,https://www.crunchbase.com/organization/countingup,"London, England, United Kingdom","Accounting, Banking, Finance, FinTech, Freelance, Small and Medium Businesses",Undisclosed,2020-05-07,4000000.0,GBP,4956973.0,11-50,6800000.0,GBP,8576793.0,3.0,,,,,,1.0,,,,For Profit,2017-01-01,https://twitter.com/countinguphq,https://www.facebook.com/countinguphq,https://uk.linkedin.com/company/countingup,,,,Less than $1M
16549,Medius Health,https://www.crunchbase.com/organization/medius-health,"Sydney, New South Wales, Australia","Artificial Intelligence, Health Care, Machine Learning, Software",Undisclosed,2019-02-27,3000000.0,USD,3000000.0,11-50,4200000.0,USD,4200000.0,2.0,,,,,,3.0,,,,For Profit,2017-01-01,,https://www.facebook.com/mediushealth/,https://www.linkedin.com/company/medius-ai/,,,,Less than $1M
16657,Vesta Property,https://www.crunchbase.com/organization/vesta-global-limited,"London, England, United Kingdom","Marketplace, Online Portals, Property Management, Real Estate, Real Estate Investment, Rental Property, Residential",Undisclosed,2018-12-31,500000.0,GBP,637023.0,1-10,2600000.0,GBP,3570304.0,2.0,,,,,,1.0,,,,For Profit,2017-01-01,https://twitter.com/VestaBuyToLet,https://www.facebook.com/VestaBuyToLetMarketplace/,https://www.linkedin.com/company/11129822/,,,,Less than $1M
16897,Four Growers,https://www.crunchbase.com/organization/four-growers,"Pittsburgh, Pennsylvania, United States","Industrial, Industrial Automation, Manufacturing, Robotics",Undisclosed,2018-09-08,,,,1-10,,,,3.0,,,,,,2.0,,,,For Profit,2017-01-01,https://twitter.com/FourGrowers,https://www.facebook.com/FourGrowers/,https://www.linkedin.com/company/four-growers-llc/,,,,Less than $1M
17496,AppJobs.com,https://www.crunchbase.com/organization/appjobs-com,"Stockholm, Stockholms Lan, Sweden","Advertising Platforms, Communities, Publishing, Sharing Economy, Virtual Workforce",Undisclosed,2019-07-05,7500000.0,EUR,8425120.0,51-100,10432000.0,EUR,11853697.0,5.0,,,,,,3.0,,,,For Profit,2017-01-01,https://twitter.com/appjobsglobal,https://www.facebook.com/AppJobsGlobal/,https://www.linkedin.com/company/appjobs-com/,,,,$1M to $10M
17602,Baanx Group,https://www.crunchbase.com/organization/baanx-com,"London, England, United Kingdom","Banking, FinTech, Internet, Mobile, Mobile Payments, Payments",Undisclosed,2019-12-30,900000.0,GBP,1180043.0,11-50,3380043.0,USD,3380043.0,3.0,,,,,,1.0,,,,For Profit,2017-01-01,https://twitter.com/baanxcom,https://www.facebook.com/baanx.io/,https://www.linkedin.com/company/baanx-group-ltd/,,,,$1M to $10M
17790,Prometheum,https://www.crunchbase.com/organization/prometheum,"New York, New York, United States","Blockchain, Information Technology, Security",Undisclosed,2019-12-30,6500000.0,USD,6500000.0,11-50,18500000.0,USD,18500000.0,2.0,,,,,,1.0,,,,For Profit,2017-01-01,https://twitter.com/PrometheumInc,https://www.facebook.com/PrometheumInc/,https://www.linkedin.com/company/prometheum,,,,$10M to $50M
17895,Fernish,https://www.crunchbase.com/organization/fernish,"Los Angeles, California, United States","E-Commerce, Furniture, Interior Design, Lifestyle, Subscription Service",Undisclosed,2019-01-24,30000000.0,USD,30000000.0,11-50,30000000.0,USD,30000000.0,3.0,,,,,,2.0,,,,For Profit,2017-01-01,https://twitter.com/fernishliving,https://www.facebook.com/fernishliving/,https://www.linkedin.com/company/fernishliving/,,,,$1M to $10M
18035,Yaydoo,https://www.crunchbase.com/organization/yaydoo,"Mexico City, Distrito Federal, Mexico","Artificial Intelligence, B2B, Enterprise Software, Office Administration, Procurement, SaaS, Software",Undisclosed,2019-09-22,,,,11-50,,,,2.0,,,,,,3.0,,,,For Profit,2017-01-01,https://twitter.com/yaydooapp,https://www.facebook.com/Yaydoo/,https://www.linkedin.com/company/yaydoo/,,,,$1M to $10M
18051,Awayco,https://www.crunchbase.com/organization/awayco,"San Francisco, California, United States","E-Commerce, Internet, Travel",Undisclosed,2017-08-01,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2017-01-01,,https://www.facebook.com/awayco/,https://www.linkedin.com/company/awayco,,,,$1M to $10M
18069,Melodrive Inc.,https://www.crunchbase.com/organization/melodrive-inc,"Berlin, Berlin, Germany","Artificial Intelligence, Music",Undisclosed,2017-09-01,,,,,,,,1.0,,,,,,,,,,For Profit,2017-01-01,https://twitter.com/melodrivemusic,https://www.facebook.com/melodrivemusic/,https://www.linkedin.com/company/melodrive/,,,,$1M to $10M
18329,Say,https://www.crunchbase.com/organization/asayinc,"New York, New York, United States","Financial Services, FinTech, Information Technology",Undisclosed,2018-09-01,,,,11-50,8000000.0,USD,8000000.0,3.0,,,,,,4.0,,,,For Profit,2017-06-01,https://twitter.com/say,https://www.facebook.com/sayapp/,https://www.linkedin.com/company/asayinc/,,,,$1M to $10M
18407,Kubient,https://www.crunchbase.com/organization/kubient-inc,"New York, New York, United States","Ad Retargeting, Ad Server, Ad Targeting, Advertising, Advertising Platforms, Artificial Intelligence, Digital Marketing, Fraud Detection, Mobile Advertising, Video Advertising",Undisclosed,2019-11-07,1200000.0,USD,1200000.0,11-50,4275000.0,USD,4275000.0,4.0,Made Acquisitions,,,1.0,,1.0,,,,For Profit,2017-05-01,https://www.twitter.com/kubient,https://Facebook.com/Kubient,https://in.linkedin.com/company/kubient,,,,$1M to $10M
18455,Adder,https://www.crunchbase.com/organization/adder,"Louisville, Kentucky, United States","Ad Retargeting, Ad Targeting, Advertising, Analytics, Database, GPS, Information Technology, Location Based Services, Market Research, Outdoor Advertising",Undisclosed,2019-08-26,35000.0,USD,35000.0,11-50,740000.0,USD,740000.0,4.0,,,,,,2.0,,,,For Profit,2017-03-31,https://twitter.com/adder_analytics,https://www.facebook.com/addermobile/,https://www.linkedin.com/company/adder-mobile-technologies/,,,,$1M to $10M
18533,Minerva Intelligence Inc.,https://www.crunchbase.com/organization/minerva-intelligence-inc,"Vancouver, British Columbia, Canada","Artificial Intelligence, Information Technology, Internet, Machine Learning, SaaS, Software",Undisclosed,2018-12-31,6650551.0,CAD,4873755.0,11-50,8257331.0,CAD,6150719.0,2.0,,,,,,2.0,,,,For Profit,2017-05-17,,,https://ca.linkedin.com/company/minerva-intelligence-inc,IPO,,,$1M to $10M
18601,Toolyt,https://www.crunchbase.com/organization/toolyt-sfa,"Bangalore, Karnataka, India","Enterprise Software, Information Technology, Productivity Tools, SaaS, Sales Automation, Software",Undisclosed,2018-07-05,,,,11-50,30000.0,USD,30000.0,3.0,,,,,,1.0,,,,For Profit,2017-02-01,https://www.twitter.com/toolytsfa,https://www.facebook.com/toolytsfa,https://www.linkedin.com/company/13187283,,,,Less than $1M
18629,PLANTEDIT,https://www.crunchbase.com/organization/plantedit,"Ireland, Indiana, United States","Agriculture, Biotechnology, Consumer",Undisclosed,2019-06-01,,,,1-10,100000.0,USD,100000.0,3.0,,,,,,2.0,,,,For Profit,2017-04-04,https://www.twitter.com/plantedit,https://www.facebook.com/plantedit/,https://www.linkedin.com/company/plantedit,,,,$1M to $10M
18689,SYD,https://www.crunchbase.com/organization/iamyiam,,"Artificial Intelligence, Personal Health",Undisclosed,2018-01-01,,,,11-50,,,,2.0,,,,,,1.0,,,,For Profit,2017-01-04,,,,,,,$1M to $10M
18698,GigIndia,https://www.crunchbase.com/organization/gigindia,"Pune, Maharashtra, India","Crowdsourcing, Freelance, Internet, Outsourcing, Sharing Economy",Undisclosed,2019-09-18,,,,11-50,,,,2.0,,,,,,2.0,,,,For Profit,2017-01-05,https://twitter.com/gig_india,https://www.facebook.com/gigindia.in/,https://www.linkedin.com/company/13262102,,,,$1M to $10M
18727,DreamVu,https://www.crunchbase.com/organization/dreamvu,"Lafayette, California, United States","Augmented Reality, Autonomous Vehicles, Computer Vision, Drones, Hardware, Machine Learning, Robotics, Sensor, Software, Virtual Reality",Undisclosed,2018-11-01,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2017-03-13,https://twitter.com/dreamvu_inc,https://www.facebook.com/DreamVu-1868083813408158/,https://www.linkedin.com/company/13254032/,,,,$1M to $10M
18792,idatase GmbH,https://www.crunchbase.com/organization/idatase-gmbh,"Frankfurt, Hessen, Germany",Enterprise Software,Undisclosed,2019-04-02,,,,1-10,,,,3.0,,,,,,,,,,For Profit,2017-03-01,https://twitter.com/idatase,https://www.facebook.com/idataseofficialpage,https://www.linkedin.com/company/3322709/,,,,$1M to $10M
18947,Give Daan,https://www.crunchbase.com/organization/give-daan,"Atlanta, Georgia, United States","Apps, Charity, Mobile, Religion, Software",Undisclosed,2018-05-14,,,,1-10,,,,1.0,,,,,,1.0,,,,For Profit,2017-05-01,,,https://www.linkedin.com/company/give-daan,,,,Less than $1M
19106,University Circle Investments,https://www.crunchbase.com/organization/university-circle-investments,"Cleveland, Ohio, United States",Financial Services,Undisclosed,2017-02-01,,,,11-50,,,,1.0,Made Acquisitions,,,1.0,,1.0,,,,For Profit,2017-02-01,,https://www.facebook.com/universitycircleinvestments/,https://www.linkedin.com/company/27448666/,,,,$10M to $50M
19318,eko.ai,https://www.crunchbase.com/organization/eko-ai,"Singapore, Central Region, Singapore","Artificial Intelligence, Health Care, Health Diagnostics, Machine Learning",Undisclosed,2020-01-07,4000000.0,USD,4000000.0,11-50,5000000.0,USD,5000000.0,2.0,,,,,,2.0,,,,For Profit,2017-08-16,https://twitter.com/_ekoai,http://www.facebook.com/ekoaiSG/,https://www.linkedin.com/company/eko-ai/,,,,Less than $1M
19358,Eterneva,https://www.crunchbase.com/organization/eterneva,"Austin, Texas, United States","Brand Marketing, Consumer, Consumer Goods, Funerals, Social Entrepreneurship, Social Impact",Undisclosed,2019-10-14,600000.0,USD,600000.0,11-50,1800000.0,USD,1800000.0,2.0,,,,,,2.0,,,,For Profit,2017-10-01,https://twitter.com/Eterneva,https://www.facebook.com/eterneva,https://www.linkedin.com/company/eterneva/,,,,Less than $1M
19424,Shoot My Travel,https://www.crunchbase.com/organization/shoot-my-travel,"Miami, Florida, United States","Marketplace, Photography, Travel",Undisclosed,2019-05-20,1100000.0,USD,1100000.0,11-50,1370000.0,USD,1370000.0,2.0,,,,,,2.0,,,,For Profit,2017-10-12,https://www.twitter.com/shootmytravel,https://www.facebook.com/shootmytravel,https://www.linkedin.com/company/shoot-my-travel,,,,$1M to $10M
19478,ARYZE,https://www.crunchbase.com/organization/aryze,"Copenhagen, Hovedstaden, Denmark","Blockchain, Cryptocurrency, Financial Services",Undisclosed,2019-08-05,,,,11-50,1600000.0,USD,1600000.0,2.0,,,,,,3.0,,,,For Profit,2017-08-22,https://twitter.com/aryzeofficial,https://www.facebook.com/ARYZEofficial,https://www.linkedin.com/company/aryzeofficial,,,,Less than $1M
19630,Sema,https://www.crunchbase.com/organization/sema,"Baltimore, Maryland, United States","Developer Tools, Enterprise Software, Software",Undisclosed,2018-06-27,,,,11-50,,,,1.0,,,,,,2.0,,,,For Profit,2017-07-01,,,https://www.linkedin.com/company/11298026/,,,,Less than $1M
19638,Tailwise,https://www.crunchbase.com/organization/tailwise,"London, England, United Kingdom","Animal Feed, Pet, Veterinary",Undisclosed,2018-05-21,200000.0,GBP,268629.0,1-10,200000.0,GBP,268629.0,1.0,,,,,,2.0,,,,For Profit,2017-09-02,https://www.twitter.com/tailwise,https://www.facebook.com/tailwise,https://www.linkedin.com/company/11145478,,,,Less than $1M
20197,Imbria Pharmaceuticals,https://www.crunchbase.com/organization/imbria-pharmaceuticals,"Boston, Massachusetts, United States","Biotechnology, Health Care, Life Science, Pharmaceutical",Undisclosed,2018-07-06,40249995.0,USD,40249995.0,11-50,40249995.0,USD,40249995.0,2.0,,,,,,2.0,,,,For Profit,2018-01-01,,,https://www.linkedin.com/company/imbria,,,,$1M to $10M
20206,Medmain,https://www.crunchbase.com/organization/medmain-inc,"Fukuoka, Fukuoka, Japan","Artificial Intelligence, Health Care, Information Technology, Medical, Software",Undisclosed,2018-08-17,100000000.0,JPY,904934.0,11-50,100000000.0,JPY,904934.0,1.0,,,,,,1.0,,,,For Profit,2018-01-01,https://twitter.com/medmain,https://www.facebook.com/medmain.net/,https://www.linkedin.com/company/medmain-inc,,,,$1M to $10M
20208,Wagestream,https://www.crunchbase.com/organization/wagestream,"London, England, United Kingdom","Financial Services, FinTech, Wealth Management",Undisclosed,2019-05-20,40000000.0,GBP,50911442.0,11-50,59500000.0,GBP,75865477.0,3.0,,,,,,2.0,,,,For Profit,2018-01-01,https://twitter.com/wagestream,https://www.facebook.com/wagestream/,https://www.linkedin.com/company/wagestream/,,,,$1M to $10M
20265,aXpire,https://www.crunchbase.com/organization/axpire,"Miami, Florida, United States","Accounting, Compliance, Finance, Information Services, Information Technology, Payments",Undisclosed,2018-03-22,20000000.0,USD,20000000.0,101-250,20000000.0,USD,20000000.0,1.0,,,,,,1.0,,,,,2018-01-01,https://twitter.com/axpire_official,https://www.facebook.com/Axpire-537274833301303/,https://www.linkedin.com/company/axpire/,,,,$1M to $10M
20272,Rhapsody,https://www.crunchbase.com/organization/rhapsody-d949,"Boston, Massachusetts, United States","Data Integration, Database, Health Care, Information Technology",Undisclosed,2018-01-01,6870000.0,USD,6870000.0,51-100,6870000.0,USD,6870000.0,1.0,"Made Acquisitions, Was Acquired",Hg,https://www.crunchbase.com/organization/hgcapital,1.0,,,,,,For Profit,2018-01-01,https://twitter.com/RhapsodyHealth,,https://www.linkedin.com/company/rhapsodyhealth/,M&A,Acquisition,2018-10-31,$10M to $50M
20276,Treehouse Real Estate Investment Trust,https://www.crunchbase.com/organization/treehouse-real-estate-investment-trust,"Culver City, California, United States","Real Estate, Real Estate Investment",Undisclosed,2019-01-07,133000000.0,USD,133000000.0,11-50,133000000.0,USD,133000000.0,1.0,,,,,,1.0,,,,,2018-01-01,,,https://www.linkedin.com/company/treehouse-real-estate-investment-trust/,,,,$1M to $10M
20320,FOODZA,https://www.crunchbase.com/organization/foodza,"Moscow, Moscow City, Russian Federation","Agriculture, AgTech, B2B, Farmers Market, Farming, Food and Beverage, Supply Chain Management, Trading Platform",Undisclosed,2019-12-01,,,,11-50,1000000.0,USD,1000000.0,2.0,,,,,,1.0,,,,For Profit,2018-01-01,,,https://www.linkedin.com/company/foodza/,,,,Less than $1M
20323,Utop,https://www.crunchbase.com/organization/utop,"Ho Chi Minh City, NA - Vietnam, Vietnam","Blockchain, Computer",Undisclosed,2019-11-21,,,,101-250,3000000.0,USD,3000000.0,2.0,,,,,,,,,,,2018-01-01,,https://www.facebook.com/utop.vn/,https://www.linkedin.com/company/utopvn/,,,,$1M to $10M
