,Organization Name,Organization Name URL,Headquarters Location,Industries,Last Funding Type,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Number of Employees,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Acquisition Status,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Price Currency (in USD),Number of Founders,Unnamed: 20,Acquisition Price,Price Currency,Company Type,Founded Date,Twitter,Facebook,LinkedIn,Funding Status,Acquisition Type,Announced Date,Estimated Revenue Range
2422,StockEarnings.com,https://www.crunchbase.com/organization/stockearnings-com,"New York, New York, United States","Financial Services, FinTech",Angel,2016-06-29,250000.0,USD,250000.0,11-50,250000.0,USD,250000.0,1.0,,,,,,1.0,,,,For Profit,2015-01-21,https://twitter.com/StocksEarning,https://www.facebook.com/StocksEarnings,https://www.linkedin.com/company/stocksearning-com/,Seed,,,$1M to $10M
2436,Streamago,https://www.crunchbase.com/organization/streamago,"San Francisco, California, United States","Apps, Internet, Video Streaming",Angel,2015-07-09,2000000.0,USD,2000000.0,11-50,2000000.0,USD,2000000.0,1.0,,,,,,6.0,,,,For Profit,2015-01-10,,,,Seed,,,Less than $1M
2446,Storymirror,https://www.crunchbase.com/organization/storymirror,"Gurgaon, Haryana, India","Content, Online Portals, Publishing",Angel,2016-05-01,330000.0,USD,330000.0,11-50,330000.0,USD,330000.0,1.0,,,,,,1.0,,,,For Profit,2015-01-30,https://www.twitter.com/story_mirror,https://www.facebook.com/storymirror,https://www.linkedin.com/company/storymirror,Seed,,,$1M to $10M
2456,LoanXpress.com,https://www.crunchbase.com/organization/loanxpress-com,"Mumbai, Maharashtra, India","Advice, Finance",Angel,2017-01-10,6400000.0,INR,93669.0,11-50,6400000.0,INR,93669.0,1.0,,,,,,1.0,,,,For Profit,2015-01-15,https://www.twitter.com/loanxpress,https://www.facebook.com/loanxpress,https://www.linkedin.com/company/10368096?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10368096%2Cidx%3A2-1-2%2CtarId%3A1480578333982%2Ctas%3Aloanxpr,Seed,,,$1M to $10M
2464,FleetWit,https://www.crunchbase.com/organization/fleetwit,"New York, New York, United States","Brand Marketing, Gaming",Angel,2017-05-22,1025000.0,USD,1025000.0,1-10,1300001.0,USD,1300001.0,2.0,,,,,,2.0,,,,For Profit,2015-01-04,http://twitter.com/FleetWitHQ,http://www.facebook.com/FleetWit,,Seed,,,$1M to $10M
2479,Garajyeri,https://www.crunchbase.com/organization/garajyeri,"Istanbul, Istanbul, Turkey","Automotive, Car Sharing, Peer to Peer, Sharing Economy, Transportation",Angel,2016-02-04,800000.0,USD,800000.0,11-50,900000.0,USD,900000.0,2.0,,,,,,1.0,,,,For Profit,2015-01-15,https://www.twitter.com/garajyeri,https://www.facebook.com/garajyeri,https://www.linkedin.com/company/garajyeri-com,Seed,,,$1M to $10M
2484,Transcend Robotics,https://www.crunchbase.com/organization/transcend-robotics,"Oakland, California, United States","Autonomous Vehicles, Hardware, Logistics, Robotics",Angel,2015-04-12,302000.0,USD,302000.0,11-50,302000.0,USD,302000.0,1.0,,,,,,2.0,,,,,2015-01-16,https://www.twitter.com/transcendrobot,,https://www.linkedin.com/company/transcend-robotics/,Seed,,,Less than $1M
2509,CourseYard GmbH,https://www.crunchbase.com/organization/courseyard-gmbh,"Stuttgart, Baden-Wurttemberg, Germany","Augmented Reality, Digital Media, EBooks, Education, Publishing",Angel,2015-06-01,200000.0,EUR,218537.0,11-50,200000.0,EUR,218537.0,1.0,,,,,,1.0,,,,For Profit,2015-01-16,https://twitter.com/CourseYard,https://www.facebook.com/CourseYard,https://www.linkedin.com/company/startup-courseyard,Seed,,,$1M to $10M
2515,MocialCall ApS,https://www.crunchbase.com/organization/mocialcall-aps,"Copenhagen, Hovedstaden, Denmark","Apps, Mobile Apps, Telecommunications",Angel,2015-06-01,2000000.0,DKK,293287.0,1-10,2850000.0,DKK,427986.0,2.0,,,,,,3.0,,,,For Profit,2015-01-12,https://www.twitter.com/mocialcall,https://www.facebook.com/mocialcall,https://www.linkedin.com/company/9439227/,Seed,,,Less than $1M
2517,Hatch Networks,https://www.crunchbase.com/organization/swappy-inc-,"Los Altos, California, United States","Apps, Internet, Mobile",Angel,2015-09-30,750000.0,USD,750000.0,11-50,750000.0,USD,750000.0,1.0,,,,,,3.0,,,,For Profit,2015-01-05,https://www.twitter.com/hatch_networks,https://www.facebook.com/hatchapp?_rdr=p,https://www.linkedin.com/company/hatch-networks,Seed,,,$1M to $10M
